accession,biosample_id,Bioproject,Organism,Starin,Isolation_source,Source_category,Isolation_country,Collection_Date
GCF_022631455,SAMN26578854,PRJNA814906,Lactiplantibacillus plantarum,IMI 507026,Corn silage,Food,USA,3/31/2013
GCF_022642225,SAMN14239245,PRJNA609246,Ligilactobacillus agilis,L6,rectum,Gut,Canada,2016
GCF_022643045,SAMN14239242,PRJNA609246,Ligilactobacillus agilis,L3,rectum,Gut,Canada,2016
GCF_022643325,SAMN14239240,PRJNA609246,Limosilactobacillus mucosae,L1,rectum,Gut,Canada,2016
GCF_022647825,SAMN19573784,PRJNA735268,Enterococcus faecium,UAMS_EF58,blood,Clinical,USA,4/3/2019
GCF_022647945,SAMN19573783,PRJNA735268,Enterococcus faecium,UAMS_EF57,blood,Clinical,USA,4/2/2019
GCF_022648125,SAMN19573782,PRJNA735268,Enterococcus faecium,UAMS_EF55,blood,Clinical,USA,4/1/2019
GCF_022678665,SAMN26655403,PRJNA814992,Pediococcus pentosaceus,IMI 507025,Pickled cucumbers,Food,USA,3/23/2013
GCF_022690785,SAMN26563464,PRJNA814659,Pediococcus pentosaceus,PP16CC,digestive gland,Gut,Mexico,5/16/2011
GCF_022691445,SAMN26026626,PRJNA808078,Enterococcus faecium,VRE-WC072,urine,Clinical,USA,4/20/2004
GCF_022693745,SAMN26026627,PRJNA808078,Enterococcus faecium,VRE-WC084,urine,Clinical,USA,4/20/2004
GCF_022699225,SAMN26754680,PRJNA817292,Enterococcus faecium,NY2032,blood,Clinical,China,2018
GCF_022699545,SAMN26754766,PRJNA817298,Enterococcus faecium,NY11067,urine,Clinical,China,2020
GCF_022699565,SAMN26754719,PRJNA817296,Enterococcus faecium,NY11066,sanies,Clinical,China,2020
GCF_022713005,SAMN26209658,PRJNA809907,Lactiplantibacillus plantarum,HY41,pickle,Food,China,7/30/2021
GCF_022751235,SAMN15239572,PRJNA639573,Weissella cibaria,JW15,kimchi,Food,South Korea,2012
GCF_022758225,SAMN26756624,PRJNA817354,Enterococcus faecalis,NY13412,Hydrothorax,Clinical,China,2020
GCF_022758285,SAMN26755097,PRJNA817341,Enterococcus faecalis,NY13410,catheter,Clinical,China,2019
GCF_022802715,SAMN17109605,PRJNA684919,Lacticaseibacillus rhamnosus,3160-SD0198,nose of healthy child,Clinical,Australia,10/28/2015
GCF_022806895,SAMN18060127,PRJNA704975,Enterococcus cecorum,CHD319EN,Spine,Clinical,USA,2016
GCF_022806915,SAMN18060126,PRJNA704975,Enterococcus cecorum,CHD347EN,Spine,Clinical,USA,2016
GCF_022809255,SAMN26437352,PRJNA812503,Enterococcus faecium,MRSN911919,urine,Clinical,USA,5/29/2021
GCF_022809275,SAMN26437351,PRJNA812503,Enterococcus faecium,MRSN800552,blood,Clinical,USA,7/29/2020
GCF_022809295,SAMN26437350,PRJNA812503,Enterococcus faecium,MRSN563040,other,Food,USA,3/27/2018
GCF_022810805,SAMN13336268,PRJNA590637,Enterococcus faecalis,RF_1_1_25_1,feces,Feces,Czech Republic,7/10/2019
GCF_022815305,SAMN27057451,PRJNA821078,Enterococcus faecalis,OPS2,soil polluted with palm oil mill effluent (POME) near a Waste oil treatment plant,Environmental,Thailand,5/2/2019
GCF_022815325,SAMN27057382,PRJNA821078,Enterococcus faecalis,OPS1,soil polluted with palm oil mill effluent (POME) near a Waste oil treatment plant,Environmental,Thailand,5/2/2019
GCF_022815785,SAMN22498463,PRJNA773595,Lactiplantibacillus plantarum subsp. plantarum,HF43,feces,Feces,Pakistan,10/23/2019
GCF_022819245,SAMN26885050,PRJNA818844,Limosilactobacillus fermentum,SCB0035,kefir grains,Food,China,9/10/2013
GCF_022819265,SAMN26885627,PRJNA818846,Lacticaseibacillus paracasei,SCB0563,kefir grains,Food,China,9/10/2013
GCF_022832495,SAMN27008368,PRJNA820438,Leuconostoc mesenteroides,SCB2313,kefir grains,Food,China,9/10/2013
GCF_022832595,SAMN26994093,PRJNA820342,Enterococcus faecalis,SCB381,kefir grains,Food,China,9/10/2013
GCF_022844645,SAMN15454223,PRJNA644208,Pediococcus acidilactici,P1,cocoa fermentation,Food,NA,11/30/2017
GCF_022844655,SAMN15454222,PRJNA644208,Lactiplantibacillus plantarum,Lb2,cocoa fermentation,Food,NA,11/30/2017
GCF_022936825,SAMN26656503,PRJNA815956,Lactiplantibacillus pentosus,O11,fermented table olives,Food,Italy,6/3/2019
GCF_023008225,SAMN16131644,PRJNA663405,Weissella cibaria,NH9449,traditional Thai fermented pork (Nham),Food,Thailand,2018-10
GCF_023078415,SAMN27578393,PRJNA826716,Limosilactobacillus reuteri,EFEL6901,feces,Feces,South Korea,2020-02
GCF_023093425,SAMN18297454,PRJNA714263,Lactobacillus acidophilus,PB2021-BA04,cow manure,Animal,Canada,2/5/2021
GCF_023111055,SAMN27573582,PRJNA826659,Lactiplantibacillus plantarum subsp. plantarum,T-3,Growol (fermented cassava),Food,Indonesia,4/12/1994
GCF_023145715,SAMN23714032,PRJNA786732,Lactiplantibacillus plantarum,FCa3L,sauerkraut,Food,Russia,2016
GCF_023148145,SAMN19899806,PRJNA741708,Enterococcus hirae,EYE_28,ocular surface of healthy person,Clinical,China,2019-10
GCF_023148375,SAMN19899798,PRJNA741708,Enterococcus hirae,EYE_740,ocular surface of healthy person,Clinical,China,2019-10
GCF_023195495,SAMN27670729,PRJNA828513,Lactiplantibacillus plantarum,D444,fermented food,Food,China,11/21/2020
GCF_023195525,SAMN27763042,PRJNA831803,Enterococcus faecalis,DP11,wound,Clinical,USA,2018
GCF_023195585,SAMN27734819,PRJNA830619,Lactiplantibacillus plantarum,LM14-2,fermented mussels,Food,Thailand,5/28/2020
GCF_023204955,SAMN27725314,PRJNA830484,Enterococcus faecium,UCH1,blood,Clinical,USA,2019
GCF_023204975,SAMN27728132,PRJNA830504,Enterococcus faecium,UCH5,blood,Clinical,USA,2019
GCF_023205265,SAMN13739031,PRJNA595651,Leuconostoc sp. ,MTCC 10508,plant,Environmental,India,10/20/2002
GCF_023205755,SAMN14517369,PRJNA622647,Lactobacillus delbrueckii subsp. bulgaricus,LDB-C1,fermented milk,Food,China,2018-12
GCF_023207995,SAMN14572866,PRJNA624260,Lactiplantibacillus plantarum,LP-F1,Fermented milk,Food,China,2019-09
GCF_023218695,SAMN22863711,PRJNA777545,Apilactobacillus kunkeei,R5,bee honey,Food,Germany,2020-06
GCF_023218755,SAMN22863707,PRJNA777545,Apilactobacillus kunkeei,9,bee honey,Food,Germany,2020-06
GCF_023218775,SAMN22863708,PRJNA777545,Apilactobacillus kunkeei,10,bee honey,Food,Germany,2020-06
GCF_023218795,SAMN22863706,PRJNA777545,Apilactobacillus nanyangensis,7,bee honey,Food,Germany,2020-06
GCF_023218815,SAMN22863705,PRJNA777545,Apilactobacillus kunkeei,3,bee honey,Food,Germany,2020-06
GCF_023277765,SAMN22220488,PRJNA770479,Pediococcus pentosaceus,MGB0055,kimchi,Food,South Korea,NA
GCF_023277785,SAMN22222385,PRJNA770481,Pediococcus pentosaceus,MGB0941,kimchi,Food,South Korea,NA
GCF_023277805,SAMN22222353,PRJNA770480,Pediococcus pentosaceus,MGB0620,kimchi,Food,South Korea,NA
GCF_023278325,SAMN18794464,PRJNA722829,Lactiplantibacillus plantarum,MNCW_1,fermented food,Food,China,12/10/2012
GCF_023299225,SAMN28025467,PRJNA833940,Enterococcus faecalis,AT49a,pet food (BARF),Food,NA,2022
GCF_023299425,SAMN28025466,PRJNA833940,Enterococcus faecalis,AT48,pet food (BARF),Food,NA,2022
GCF_023299465,SAMN28025469,PRJNA833940,Enterococcus faecalis,LS05-1,pet food (BARF),Food,NA,2022
GCF_023299485,SAMN28025470,PRJNA833940,Enterococcus faecalis,LS05-2,pet food (BARF),Food,NA,2022
GCF_023299505,SAMN28025458,PRJNA833940,Enterococcus faecalis,AT40b,pet food (BARF),Food,NA,2022
GCF_023299525,SAMN28025471,PRJNA833940,Enterococcus faecalis,LS06-1,pet food (BARF),Food,NA,2022
GCF_023299545,SAMN28025448,PRJNA833940,Enterococcus faecalis,AT09,pet food (BARF),Food,NA,2022
GCF_023299585,SAMN28025457,PRJNA833940,Enterococcus faecalis,AT40a,pet food (BARF),Food,NA,2022
GCF_023299605,SAMN28025463,PRJNA833940,Enterococcus faecalis,AT46a,pet food (BARF),Food,NA,2022
GCF_023299625,SAMN28025456,PRJNA833940,Enterococcus faecalis,AT39,pet food (BARF),Food,NA,2022
GCF_023299645,SAMN28025468,PRJNA833940,Enterococcus faecalis,AT50,pet food (BARF),Food,NA,2022
GCF_023299665,SAMN28025452,PRJNA833940,Enterococcus faecalis,AT29,pet food (BARF),Food,NA,2022
GCF_023299685,SAMN28025451,PRJNA833940,Enterococcus faecalis,AT22,pet food (BARF),Food,NA,2022
GCF_023299705,SAMN28025455,PRJNA833940,Enterococcus faecalis,AT34,pet food (BARF),Food,NA,2022
GCF_023299785,SAMN28025460,PRJNA833940,Enterococcus faecalis,AT43a,pet food (BARF),Food,NA,2022
GCF_023300025,SAMN28025459,PRJNA833940,Enterococcus faecalis,AT41,pet food (BARF),Food,NA,2022
GCF_023300165,SAMN28025447,PRJNA833940,Enterococcus faecalis,AT04,pet food (BARF),Food,NA,2022
GCF_023348385,SAMN24805850,PRJNA795971,Lactiplantibacillus plantarum,LPC904,Table Olives,Food,Ireland,2020
GCF_023348465,SAMN24806220,PRJNA795972,Lactiplantibacillus plantarum,LPIMC513,feaces,Feces,Ireland,2020
GCF_023348525,SAMN24806561,PRJNA795980,Lactiplantibacillus plantarum,LPT52,Raw-milk cheese,Food,Ireland,2020
GCF_023369775,SAMN28159714,PRJNA836406,Pediococcus pentosaceus,GBRCKU,uterus cytobrush,Clinical,India,10/22/2019
GCF_023369895,SAMN28159713,PRJNA836406,Lactiplantibacillus plantarum,KUGBRC,uterus cytobrush,Clinical,India,10/22/2019
GCF_023370155,SAMN28097544,PRJNA835253,Lactiplantibacillus plantarum,JB-1,Fermented sausage,Food,China,9/14/2021
GCF_023375155,SAMN23424493,PRJNA774104,Enterococcus hirae,S2-7,fecal sample,Feces,NA,2021
GCF_023375175,SAMN23424492,PRJNA774104,Enterococcus hirae,S46-3,fecal sample,Feces,NA,2021
GCF_023375205,SAMN23424489,PRJNA774104,Enterococcus faecium,S2-6b,fecal sample,Feces,NA,2021
GCF_023375225,SAMN23424486,PRJNA774104,Enterococcus faecium,S39-7a,fecal sample,Feces,NA,2021
GCF_023375245,SAMN23424485,PRJNA774104,Enterococcus faecalis,S11-6,fecal sample,Feces,NA,2021
GCF_023375265,SAMN23424484,PRJNA774104,Enterococcus faecalis,S39-4,fecal sample,Feces,NA,2021
GCF_023375285,SAMN23424483,PRJNA774104,Enterococcus durans,S8-3,fecal sample,Feces,NA,2021
GCF_023375305,SAMN23424747,PRJNA783264,Enterococcus hirae,697,fecal sample,Feces,NA,2021
GCF_023375325,SAMN23424745,PRJNA783264,Enterococcus gallinarum,674,fecal sample,Feces,NA,2021
GCF_023375465,SAMN23424737,PRJNA783264,Enterococcus faecalis,661,fecal sample,Feces,NA,2021
GCF_023375485,SAMN23424736,PRJNA783264,Enterococcus faecalis,732,fecal sample,Feces,NA,2021
GCF_023375505,SAMN23424735,PRJNA783264,Enterococcus faecalis,249,fecal sample,Feces,NA,2021
GCF_023375525,SAMN23424734,PRJNA783264,Enterococcus faecalis,705,fecal sample,Feces,NA,2021
GCF_023375545,SAMN23424733,PRJNA783264,Enterococcus faecalis,1521,fecal sample,Feces,NA,2021
GCF_023383075,SAMN23424487,PRJNA774104,Enterococcus faecium,S10-3,fecal sample,Feces,NA,2021
GCF_023383115,SAMN23424494,PRJNA774104,Enterococcus hirae,S2-10,fecal sample,Feces,NA,2021
GCF_023383135,SAMN23424491,PRJNA774104,Enterococcus faecium,S9-10,fecal sample,Feces,NA,2021
GCF_023383175,SAMN23424490,PRJNA774104,Enterococcus faecium,S5-7,fecal sample,Feces,NA,2021
GCF_023383185,SAMN23424488,PRJNA774104,Enterococcus faecium,S8-5,fecal sample,Feces,NA,2021
GCF_023383375,SAMN23424746,PRJNA783264,Enterococcus hirae,211a,fecal sample,Feces,NA,2021
GCF_023383395,SAMN23424738,PRJNA783264,Enterococcus faecalis,736,fecal sample,Feces,NA,2021
GCF_023498715,SAMN18231638,PRJNA708321,Enterococcus faecium,P6739,wastewater,Environmental,Brazil,2020-02
GCF_023498725,SAMN18231639,PRJNA708321,Enterococcus faecium,P6745,wastewater,Environmental,Brazil,2020-02
GCF_023498755,SAMN18231640,PRJNA708321,Enterococcus faecium,P6756,wastewater,Environmental,Brazil,2020-02
GCF_023498765,SAMN18231637,PRJNA708321,Enterococcus faecium,P6727,wastewater,Environmental,Brazil,2020-02
GCF_023498855,SAMN18231635,PRJNA708321,Enterococcus faecium,P6406,wastewater,Environmental,Brazil,2019-05
GCF_023507445,SAMN21236078,PRJNA760836,Enterococcus sp.,YC2-6,Fermented vegetables,Food,China,1/20/2018
GCF_023507505,SAMN21236076,PRJNA760836,Pediococcus pentosaceus,PC2-1(F2),Fermented vegetables,Food,China,1/20/2018
GCF_023507525,SAMN21236075,PRJNA760836,Lentilactobacillus buchneri,PC-C1,Fermented vegetables,Food,China,1/20/2018
GCF_023507555,SAMN21236074,PRJNA760836,Lactiplantibacillus plantarum,PC1-1,Fermented vegetables,Food,China,1/20/2018
GCF_023523445,SAMN24699184,PRJNA795261,Lactobacillus amylovorus,S1,pig small intestine,Gut,China,12/8/2018
GCF_023523715,SAMN13955256,PRJNA604113,Enterococcus casseliflavus,SP11,cloaca,Gut,Germany,8/23/2012
GCF_023523795,SAMN13955257,PRJNA604113,Enterococcus faecalis,FMAMOB6,choane,Gut,Germany,10/24/2012
GCF_023524065,SAMN18644859,PRJNA720284,Enterococcus faecalis,51271052,hospital,Clinical,Norway,2020
GCF_023524075,SAMN18644857,PRJNA720284,Enterococcus faecalis,51271926,hospital,Clinical,Norway,2020
GCF_023524085,SAMN18644858,PRJNA720284,Enterococcus faecalis,51271223,hospital,Clinical,Norway,2020
GCF_023539285,SAMN26246081,PRJNA810349,Enterococcus sp.,LX10,gut,Gut,China,11/8/2019
GCF_023547165,SAMN27572507,PRJNA826624,Lactiplantibacillus plantarum subsp. plantarum,Dad-13,Dadih (fermented buffalo milk),Food,Indonesia,9/23/1997
GCF_023571795,SAMN28539968,PRJNA839587,Enterococcus faecalis,MF985,environment,Environmental,Malaysia,2020
GCF_023573545,SAMN28579545,PRJNA841269,Ligilactobacillus salivarius,S01,intestine,Gut,China,2020-11-20T16:30:00Z
GCF_023612035,SAMN20607820,PRJNA752808,Enterococcus faecalis,M817,Drainage of fluid,Environmental,China,2019
GCF_023612195,SAMN23798833,PRJNA787400,Limosilactobacillus fermentum,M4,tofu whey,Food,China,10/7/2021
GCF_023612275,SAMN16561002,PRJNA672223,Enterococcus lactis,IDCC 2105,Homemade Cheese,Food,South Korea,7/14/2018
GCF_023614485,SAMN28648818,PRJNA842185,Lactobacillus helveticus,BIM B-461 G,human stool sample,Feces,Belarus,1997
GCF_023650735,SAMN28677694,PRJNA842552,Enterococcus faecalis,QZ076,stool swab,Feces,China,2021-10
GCF_023653355,SAMN28771987,PRJNA843880,Enterococcus lactis,M212h,Meju,Food,South Korea,11/15/2021
GCF_023656965,SAMN11309554,PRJNA530250,Lacticaseibacillus paracasei,ATCC 27092,feces,Feces,Japan,1970
GCF_023668025,SAMN28808989,PRJNA733909,Latilactobacillus sakei,TMW 1.1397,Raw sausage,Food,Germany,2007
GCF_023674385,SAMN27472143,PRJNA824687,Lactobacillus kefiranofaciens subsp. kefirgranum,HL1,kefir milk,Food,Taiwan,2006-11
GCF_023674405,SAMN27478357,PRJNA824688,Lactobacillus kefiranofaciens subsp. kefirgranum,M1,kefir milk,Food,Taiwan,2006-11
GCF_023674545,SAMN28818858,PRJNA844480,Lacticaseibacillus paracasei,401,blueberry fermentation,Food,China,2021-10-10T14:30:10Z
GCF_023698555,SAMN27776310,PRJNA832025,Enterococcus faecalis,QH5_5,Yak milk,Food,China,6/11/2016
GCF_023699265,SAMN27776288,PRJNA832025,Enterococcus faecalis,QH4_4,Sour yak milk,Food,China,5/18/2016
GCF_023699285,SAMN27776287,PRJNA832025,Enterococcus faecalis,NM146_4,sour milk,Food,China,5/17/2016
GCF_023699305,SAMN27776286,PRJNA832025,Enterococcus faecalis,NM144_4,sour milk,Food,China,5/16/2016
GCF_023699325,SAMN27776284,PRJNA832025,Enterococcus faecalis,HS5154_S2,acidic-Gruel,Food,China,5/14/2016
GCF_023699345,SAMN27776283,PRJNA832025,Enterococcus faecalis,FYM9_5,breast milk,Food,China,5/13/2016
GCF_023699355,SAMN27776282,PRJNA832025,Enterococcus faecalis,FYM7_3,breast milk,Food,China,5/12/2016
GCF_023699375,SAMN27776285,PRJNA832025,Enterococcus faecalis,NM136_5,sour milk,Food,China,5/15/2016
GCF_023699385,SAMN27776281,PRJNA832025,Enterococcus faecalis,FYM7_2,breast milk,Food,China,5/11/2016
GCF_023699395,SAMN27776280,PRJNA832025,Enterococcus faecalis,FYM7_1,breast milk,Food,China,5/10/2016
GCF_023699445,SAMN27776277,PRJNA832025,Enterococcus faecalis,BL25_10,Milk residue,Food,China,5/7/2016
GCF_023699495,SAMN27776279,PRJNA832025,Enterococcus faecalis,FYM14_1,breast milk,Food,China,5/9/2016
GCF_023699525,SAMN27776276,PRJNA832025,Enterococcus faecalis,BL13_1,milk beverage,Food,China,5/6/2016
GCF_023702145,SAMN28677770,PRJNA842555,Enterococcus faecalis,CQ025,Anal swab,Gut,China,2021-03
GCF_023702795,SAMN28890195,PRJNA846557,Lactiplantibacillus plantarum,DRD-15,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023702885,SAMN28890182,PRJNA846557,Lactiplantibacillus plantarum,DRD-10,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023702905,SAMN28890188,PRJNA846557,Lactiplantibacillus plantarum,DRD-44,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023702925,SAMN28890190,PRJNA846557,Lactiplantibacillus plantarum,DRD-38,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023702945,SAMN28890189,PRJNA846557,Lactiplantibacillus plantarum,DRD-41,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023702965,SAMN28890187,PRJNA846557,Lactiplantibacillus plantarum,DRD-46,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023702985,SAMN28890184,PRJNA846557,Lactiplantibacillus plantarum,DRD-76,raw sheep milk,Food,Greece,2019-07
GCF_023703015,SAMN28890185,PRJNA846557,Lactiplantibacillus plantarum,DRD-67,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023703125,SAMN28890193,PRJNA846557,Lactiplantibacillus plantarum,DRD-32,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023703145,SAMN28890181,PRJNA846557,Lactiplantibacillus plantarum,DRD-31,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023703155,SAMN28890191,PRJNA846557,Lactiplantibacillus plantarum,DRD-36,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023703175,SAMN28890192,PRJNA846557,Lactiplantibacillus plantarum,DRD-34,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023703225,SAMN28890183,PRJNA846557,Lactiplantibacillus plantarum,DRD-124,raw sheep milk,Food,Greece,2019-07
GCF_023703235,SAMN28890194,PRJNA846557,Lactiplantibacillus plantarum,DRD-16,artisanal Greek feta cheese,Food,Greece,2019-07
GCF_023703265,SAMN28890180,PRJNA846557,Lactiplantibacillus plantarum,DRD-65,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023734255,SAMN04606860,PRJNA317414,Latilactobacillus sakei,TMW 1.1239,sourdough,Food,Germany,NA
GCF_023734275,SAMN04606861,PRJNA317414,Latilactobacillus sakei,TMW 1.1396,starter culture,Food,Germany,NA
GCF_023734315,SAMN04606857,PRJNA317414,Latilactobacillus sakei,TMW 1.114,starter culture,Food,Germany,NA
GCF_023734335,SAMN04606858,PRJNA317414,Latilactobacillus sakei,TMW 1.417,starter culture,Food,Germany,NA
GCF_023734355,SAMN04606859,PRJNA317414,Latilactobacillus sakei,TMW 1.578,starter culture,Food,Germany,NA
GCF_023740675,SAMN28910694,PRJNA847015,Pediococcus pentosaceus,DRD-185,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743315,SAMN28910690,PRJNA847015,Pediococcus pentosaceus,DRD-42,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743335,SAMN28910693,PRJNA847015,Pediococcus pentosaceus,DRD-144,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743395,SAMN28911230,PRJNA847029,Enterococcus faecalis,DRD-78,raw sheep milk,Food,Greece,2019-07
GCF_023743405,SAMN28911235,PRJNA847029,Enterococcus faecium,DRD-151,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743455,SAMN28911232,PRJNA847029,Enterococcus faecium,DRD-116,raw sheep milk,Food,Greece,2019-07
GCF_023743525,SAMN28911236,PRJNA847029,Enterococcus faecium,DRD-154,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743555,SAMN28911220,PRJNA847029,Enterococcus faecium,DRD-11,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743575,SAMN28911222,PRJNA847029,Enterococcus faecium,DRD-22,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743585,SAMN28911237,PRJNA847029,Enterococcus faecium,DRD-155,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743605,SAMN28911217,PRJNA847029,Enterococcus faecium,DRD-6,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743635,SAMN28911215,PRJNA847029,Enterococcus faecium,DRD-4,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743655,SAMN28911216,PRJNA847029,Enterococcus faecium,DRD-5,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743675,SAMN28911214,PRJNA847029,Enterococcus faecium,DRD-3,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743695,SAMN28911226,PRJNA847029,Enterococcus faecium,DRD-57,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743725,SAMN28911224,PRJNA847029,Enterococcus faecalis,DRD-28,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743755,SAMN28911225,PRJNA847029,Enterococcus faecium,DRD-29,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743775,SAMN28911223,PRJNA847029,Enterococcus faecium,DRD-25,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023743815,SAMN28911218,PRJNA847029,Enterococcus faecium,DRD-7,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743895,SAMN28911239,PRJNA847029,Enterococcus faecium,DRD-157,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743905,SAMN28911238,PRJNA847029,Enterococcus faecium,DRD-156,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743935,SAMN28911241,PRJNA847029,Enterococcus faecium,DRD-159,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743945,SAMN28911034,PRJNA847019,Leuconostoc mesenteroides,DRD-141,raw sheep milk,Food,Greece,2019-07
GCF_023743975,SAMN28911030,PRJNA847019,Leuconostoc mesenteroides,DRD-2,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023743995,SAMN28911031,PRJNA847019,Leuconostoc mesenteroides,DRD-30,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023744045,SAMN28910691,PRJNA847015,Pediococcus pentosaceus,DRD-48,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023744175,SAMN28911228,PRJNA847029,Enterococcus faecium,DRD-71,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023744225,SAMN28911240,PRJNA847029,Enterococcus faecalis,DRD-158,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023744235,SAMN28911221,PRJNA847029,Enterococcus faecium,DRD-14,artisanal Greek Feta cheese,Food,Greece,2019-07
GCF_023744275,SAMN28911219,PRJNA847029,Enterococcus faecium,DRD-8,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023744295,SAMN28911033,PRJNA847019,Leuconostoc mesenteroides,DRD-140,raw sheep milk,Food,Greece,2019-07
GCF_023744315,SAMN28911032,PRJNA847019,Leuconostoc mesenteroides,DRD-138,raw sheep milk,Food,Greece,2019-07
GCF_023744355,SAMN28910692,PRJNA847015,Pediococcus pentosaceus,DRD-61,artisanal Greek Kefalograviera cheese,Food,Greece,2019-07
GCF_023746575,SAMN28891356,PRJNA846573,Enterococcus faecalis,M9,Chicken manure,Feces,China,11/1/2021
GCF_023806725,SAMN27670675,PRJNA828510,Lactiplantibacillus sp.,C232,fermented food,Food,China,11/21/2020
GCF_023806745,SAMN27670664,PRJNA828509,Lactiplantibacillus sp.,B652,fermented food,Food,China,11/21/2020
GCF_023809725,SAMN27689319,PRJNA830336,Leuconostoc mesenteroides,WiKim0121,kimchi,Food,South Korea,1/1/2022
GCF_023910525,SAMN18880481,PRJNA720930,Enterococcus faecalis,L2068,blood,Clinical,USA,2017
GCF_023910565,SAMN18685692,PRJNA720930,Enterococcus faecalis,L2052,blood,Clinical,USA,2017
GCF_023913535,SAMN29024225,PRJNA848987,Lacticaseibacillus rhamnosus,P118,yogurt,Food,China,1/1/2019
GCF_023920145,SAMN23078432,PRJNA779871,Oenococcus oeni,SD-2a,wine,Food,China,2001-06
GCF_023921265,SAMN18353395,PRJNA715580,Leuconostoc gelidum subsp. aenigmaticum,LS4,kimchi,Food,South Korea,1/22/2019
GCF_023955715,SAMN29224802,PRJNA851427,Enterococcus faecalis,EF053,Rectal swabs,Gut,Ghana,2018
GCF_023955835,SAMN29224803,PRJNA851427,Enterococcus faecalis,EF054,Rectal swabs,Gut,Ghana,2018
GCF_023955845,SAMN29224801,PRJNA851427,Enterococcus faecalis,EF052,Rectal swabs,Gut,Ghana,2018
GCF_023955875,SAMN29224799,PRJNA851427,Enterococcus faecalis,EF050,Rectal swabs,Gut,Ghana,2018
GCF_023955885,SAMN29224800,PRJNA851427,Enterococcus faecium,EF051,Rectal swabs,Gut,Ghana,2018
GCF_023955905,SAMN29224797,PRJNA851427,Enterococcus faecalis,EF048,Rectal swabs,Gut,Ghana,2018
GCF_023956005,SAMN29224798,PRJNA851427,Enterococcus faecalis,EF049,Rectal swabs,Gut,Ghana,2018
GCF_023956055,SAMN29224796,PRJNA851427,Enterococcus faecalis,EF047,Rectal swabs,Gut,Ghana,2018
GCF_023956065,SAMN29224793,PRJNA851427,Enterococcus faecium,EF044,Surface swabs of meat,Food,Ghana,2018
GCF_023956075,SAMN29224795,PRJNA851427,Enterococcus faecalis,EF046,Rectal swabs,Gut,Ghana,2018
GCF_023956155,SAMN29224792,PRJNA851427,Enterococcus faecium,EF043,Rectal swabs,Gut,Ghana,2018
GCF_023956175,SAMN29224794,PRJNA851427,Enterococcus faecium,EF045,Surface swabs of meat,Food,Ghana,2018
GCF_023956195,SAMN29224790,PRJNA851427,Enterococcus faecium,EF041,Rectal swabs,Gut,Ghana,2018
GCF_023956215,SAMN29224791,PRJNA851427,Enterococcus faecium,EF042,Rectal swabs,Gut,Ghana,2018
GCF_023956255,SAMN29224789,PRJNA851427,Enterococcus faecium,EF040,Rectal swabs,Gut,Ghana,2018
GCF_023956275,SAMN29224787,PRJNA851427,Enterococcus faecium,EF038,Rectal swabs,Gut,Ghana,2018
GCF_023956285,SAMN29224786,PRJNA851427,Enterococcus faecalis,EF037,Rectal swabs,Gut,Ghana,2018
