Genome,Country,Date,adc,hdc,agmatinase,odc,tdc
SAMN41719304,USA,2020,0,0,0,0,1
SAMN42886699,Italy,2020,0,0,0,0,1
SAMD00577372,Japan,2021,0,0,0,0,1
SAMD00577373,Japan,2021,0,0,0,0,1
SAMD00577374,Japan,2021,0,0,0,0,1
SAMD00577375,Japan,2021,0,0,0,0,1
SAMD00590027,Japan,2021,0,0,0,0,1
SAMD00590028,Japan,2021,0,0,0,0,1
SAMEA115874887,Tanzania,2021,0,0,0,0,1
SAMEA115874888,Tanzania,2021,0,0,0,0,0
SAMEA115874889,Tanzania,2021,0,0,0,0,1
SAMEA115874890,Tanzania,2021,0,0,0,0,1
SAMEA115874891,Tanzania,2021,0,0,0,0,0
SAMEA115874892,Tanzania,2021,0,0,0,0,0
SAMEA115874895,Tanzania,2021,0,0,0,0,1
SAMEA115874896,Tanzania,2021,0,0,0,0,1
SAMEA115874901,Tanzania,2021,0,0,0,0,1
SAMEA115874902,Tanzania,2021,0,0,0,0,1
SAMEA115874904,Tanzania,2021,0,0,0,0,1
SAMEA115874906,Tanzania,2021,0,0,0,0,1
SAMEA115874907,Tanzania,2021,0,0,0,0,1
SAMEA115874908,Tanzania,2021,0,0,0,0,1
SAMEA115874911,Tanzania,2021,0,0,0,0,1
SAMEA115874912,Tanzania,2021,0,0,0,0,1
SAMEA115874913,Tanzania,2021,0,0,0,0,1
SAMEA115874914,Tanzania,2021,0,0,0,0,1
SAMEA115874915,Tanzania,2021,0,0,0,0,0
SAMEA115874920,Tanzania,2021,0,0,0,0,1
SAMEA115874923,Tanzania,2021,0,0,0,0,1
SAMEA115874924,Tanzania,2021,0,0,0,0,1
SAMEA115874925,Tanzania,2021,0,0,0,0,1
SAMEA115874926,Tanzania,2021,0,0,0,0,1
SAMEA115874927,Tanzania,2021,0,0,0,0,1
SAMEA115874928,Tanzania,2021,0,0,0,0,1
SAMEA115874929,Tanzania,2021,0,0,0,0,1
SAMEA115874930,Tanzania,2021,0,0,0,0,1
SAMEA115874932,Tanzania,2021,0,0,0,0,1
SAMEA115874933,Tanzania,2021,0,0,0,0,1
SAMN19017040,South Korea,2021,0,0,0,1,0
SAMN19028091,South Korea,2021,0,0,0,1,0
SAMN19028092,South Korea,2021,0,0,0,1,0
SAMN19969455,Spain,2021,0,1,0,0,0
SAMN23424483,NA,2021,0,0,0,0,1
SAMN23424484,NA,2021,0,0,0,0,1
SAMN23424485,NA,2021,0,0,0,0,1
SAMN23424486,NA,2021,0,0,0,0,1
SAMN23424487,NA,2021,0,0,0,0,1
SAMN23424488,NA,2021,0,0,0,0,1
SAMN23424489,NA,2021,0,0,0,0,1
SAMN23424490,NA,2021,0,0,0,0,1
SAMN23424491,NA,2021,0,0,0,0,1
SAMN23424492,NA,2021,0,0,0,0,1
SAMN23424493,NA,2021,0,0,0,0,1
SAMN23424494,NA,2021,0,0,0,0,1
SAMN23424506,NA,2021,0,0,0,1,0
SAMN23424507,NA,2021,0,0,0,0,1
SAMN23424508,NA,2021,0,0,0,0,1
SAMN23424509,NA,2021,0,0,0,0,1
SAMN23424510,NA,2021,0,0,0,0,1
SAMN23424511,NA,2021,0,0,0,0,1
SAMN23424512,NA,2021,0,0,0,0,1
SAMN23424513,NA,2021,0,0,0,0,1
SAMN23424514,NA,2021,0,0,0,0,1
SAMN23424515,NA,2021,0,0,0,0,1
SAMN23424516,NA,2021,0,0,0,0,1
SAMN23424517,NA,2021,0,0,0,0,1
SAMN23424518,NA,2021,0,0,0,0,1
SAMN23424519,NA,2021,0,0,0,0,1
SAMN23424520,NA,2021,0,0,0,0,1
SAMN23424521,NA,2021,0,0,0,0,1
SAMN23424522,NA,2021,0,0,0,0,1
SAMN23424523,NA,2021,0,0,0,0,1
SAMN23424524,NA,2021,0,0,0,0,1
SAMN23424525,NA,2021,0,0,0,0,1
SAMN23424526,NA,2021,0,0,0,0,1
SAMN23424527,NA,2021,0,0,0,0,1
SAMN23424528,NA,2021,0,0,0,0,1
SAMN23424529,NA,2021,0,0,0,0,1
SAMN23424530,NA,2021,0,0,0,0,1
SAMN23424531,NA,2021,0,0,0,0,1
SAMN23424532,NA,2021,0,0,0,0,1
SAMN23424533,NA,2021,0,0,0,0,1
SAMN23424534,NA,2021,0,0,0,0,1
SAMN23424535,NA,2021,0,0,0,0,1
SAMN23424536,NA,2021,0,0,0,0,0
SAMN23424733,NA,2021,0,0,0,0,1
SAMN23424734,NA,2021,0,0,0,0,1
SAMN23424735,NA,2021,0,0,0,0,1
SAMN23424736,NA,2021,0,0,0,0,1
SAMN23424737,NA,2021,0,0,0,0,1
SAMN23424738,NA,2021,0,0,0,0,1
SAMN23424745,NA,2021,0,0,0,0,0
SAMN23424746,NA,2021,0,0,0,0,1
SAMN23424747,NA,2021,0,0,0,0,1
SAMN29024578,USA,2021,0,0,0,0,1
SAMN29024580,USA,2021,0,0,0,0,1
SAMN29024581,USA,2021,0,0,0,0,1
SAMN29024582,USA,2021,0,0,0,0,1
SAMN29024583,USA,2021,0,0,0,0,1
SAMN29024585,USA,2021,0,0,0,0,1
SAMN29024595,USA,2021,0,0,0,0,1
SAMN29514622,China,2021,0,0,0,0,1
SAMN29514633,China,2021,0,0,0,0,1
SAMN29514643,China,2021,0,0,0,0,1
SAMN29514673,China,2021,0,0,0,0,1
SAMN29514675,China,2021,0,0,0,0,1
SAMN29514715,China,2021,0,0,0,0,1
SAMN29514723,China,2021,0,0,0,0,1
SAMN31726903,Israel,2021,0,0,0,0,0
SAMN32953418,China,2021,0,0,0,0,1
SAMN33269651,Russia,2021,0,0,0,1,0
SAMN33269653,Russia,2021,0,0,0,1,0
SAMN33269654,Russia,2021,0,0,0,1,0
SAMN33269655,Russia,2021,0,0,0,1,0
SAMN33269656,Russia,2021,0,0,0,1,0
SAMN33269660,Russia,2021,0,0,0,1,0
SAMN33269662,Russia,2021,0,0,0,1,0
SAMN33575930,Poland,2021,0,0,0,0,1
SAMN33575931,Poland,2021,0,0,0,0,1
SAMN33575932,Poland,2021,0,0,0,0,1
SAMN33575933,Poland,2021,0,0,0,0,1
SAMN33575934,Poland,2021,0,0,0,0,1
SAMN33575935,Poland,2021,0,0,0,0,1
SAMN33575936,Poland,2021,0,0,0,0,1
SAMN33575938,Poland,2021,0,0,0,0,1
SAMN33575939,Poland,2021,0,0,0,0,1
SAMN33575940,Poland,2021,0,0,0,0,1
SAMN33575941,Poland,2021,0,0,0,0,1
SAMN33575942,Poland,2021,0,0,0,0,1
SAMN33575943,Poland,2021,0,0,0,0,1
SAMN33575944,Poland,2021,0,0,0,0,1
SAMN33575946,Poland,2021,0,0,0,0,1
SAMN33575947,Poland,2021,0,0,0,0,1
SAMN33575949,Poland,2021,0,0,0,0,1
SAMN33575950,Poland,2021,0,0,0,0,1
SAMN33575951,Poland,2021,0,0,0,0,1
SAMN33575952,Poland,2021,0,0,0,0,1
SAMN33575953,Poland,2021,0,0,0,0,1
SAMN33575954,Poland,2021,0,0,0,0,1
SAMN37011296,South Africa,2021,0,0,0,0,0
SAMN37011297,South Africa,2021,0,0,0,0,0
SAMN37011299,South Africa,2021,0,0,0,0,0
SAMN37043343,Ukraine: Carpathian,2021,0,0,0,0,1
SAMN37321373,Thailand,2021,0,0,0,0,0
SAMN37397456,USA,2021,0,0,0,0,0
SAMN37978049,China,2021,0,0,0,0,1
SAMN38857076,Spain,2021,0,0,0,0,0
SAMN38857107,Spain,2021,0,0,0,0,0
SAMN38857134,Spain,2021,0,0,0,1,0
SAMN39137944,Russia,2021,0,0,0,0,1
SAMN40597870,Cameroon,2021,0,0,0,0,1
SAMN40597871,Cameroon,2021,0,0,0,0,1
SAMN40597872,Cameroon,2021,0,0,0,0,1
SAMN40597873,Cameroon,2021,0,0,0,0,1
SAMN40597877,Cameroon,2021,0,0,0,0,1
SAMN40597878,Cameroon,2021,0,0,0,0,1
SAMN40597880,Cameroon,2021,0,0,0,0,1
SAMN40597881,Cameroon,2021,0,0,0,0,1
SAMN40597884,Cameroon,2021,0,0,0,0,1
SAMN40597885,Cameroon,2021,0,0,0,0,1
SAMN40597886,Cameroon,2021,0,0,0,0,1
SAMN40597887,Cameroon,2021,0,0,0,0,1
SAMN40597888,Cameroon,2021,0,0,0,0,1
SAMN40597889,Cameroon,2021,0,0,0,0,1
SAMN40597890,Cameroon,2021,0,0,0,0,1
SAMN40597891,Cameroon,2021,0,0,0,0,1
SAMN40597892,Cameroon,2021,0,0,0,0,1
SAMN40597895,Cameroon,2021,0,0,0,0,1
SAMN40597896,Cameroon,2021,0,0,0,0,1
SAMN40597897,Cameroon,2021,0,0,0,0,1
SAMN40597900,Cameroon,2021,0,0,0,0,1
SAMN40597901,Cameroon,2021,0,0,0,0,1
SAMN41163062,Germany,2021,0,0,0,0,0
SAMN41473775,USA,2021,0,0,0,1,0
SAMN41837383,Italy,2021,0,0,0,0,1
SAMN42165353,China,2021,0,0,0,0,0
SAMN42165354,China,2021,0,0,0,0,1
SAMN42165355,China,2021,0,0,0,0,1
SAMN42165356,China,2021,0,0,0,0,1
SAMN42165357,China,2021,0,0,0,0,1
SAMN42165358,China,2021,0,0,0,0,1
SAMN42165359,China,2021,0,0,0,0,1
SAMN42165360,China,2021,0,0,0,0,1
SAMN42165361,China,2021,0,0,0,0,1
SAMN42165362,China,2021,0,0,0,0,1
SAMN42165363,China,2021,0,0,0,0,1
SAMN42165364,China,2021,0,0,0,0,1
SAMN42165365,China,2021,0,0,0,0,1
SAMN42165366,China,2021,0,0,0,0,1
SAMN42165367,China,2021,0,0,0,0,1
SAMN42165368,China,2021,0,0,0,0,1
SAMN42165369,China,2021,0,0,0,0,1
SAMN42165370,China,2021,0,0,0,0,1
SAMN42165371,China,2021,0,0,0,0,1
SAMN42165372,China,2021,0,0,0,0,1
SAMN42165373,China,2021,0,0,0,0,1
SAMN42165375,China,2021,0,0,0,0,0
SAMN42165376,China,2021,0,0,0,0,1
SAMN42165377,China,2021,0,0,0,0,1
SAMN42165378,China,2021,0,0,0,0,1
SAMN42165379,China,2021,0,0,0,0,1
SAMN42165380,China,2021,0,0,0,0,1
SAMN42165381,China,2021,0,0,0,0,1
SAMN42165382,China,2021,0,0,0,0,1
SAMN42165383,China,2021,0,0,0,0,1
SAMN42165384,China,2021,0,0,0,0,1
SAMN42165385,China,2021,0,0,0,0,1
SAMN42165386,China,2021,0,0,0,0,1
SAMN42165387,China,2021,0,0,0,0,1
SAMN42165388,China,2021,0,0,0,0,1
SAMN42165389,China,2021,0,0,0,0,1
SAMN42165390,China,2021,0,0,0,0,1
SAMN42165391,China,2021,0,0,0,0,1
SAMN42165392,China,2021,0,0,0,0,1
SAMN42165393,China,2021,0,0,0,0,1
SAMN42165394,China,2021,0,0,0,0,1
SAMN42165400,China,2021,0,0,0,0,1
SAMN42165402,China,2021,0,0,0,0,1
SAMN42384222,Cameroon,2021,0,0,0,1,0
SAMN42384223,Cameroon,2021,0,0,0,0,0
SAMN46388514,Algeria,2021,0,0,0,0,0
SAMN46394793,Algeria,2021,0,0,0,0,0
SAMN26281488,China,2022,0,0,0,0,1
SAMN28025447,NA,2022,0,0,0,0,1
SAMN28025448,NA,2022,0,0,0,0,1
SAMN28025451,NA,2022,0,0,0,0,1
SAMN28025452,NA,2022,0,0,0,0,1
SAMN28025455,NA,2022,0,0,0,0,1
SAMN28025456,NA,2022,0,0,0,0,1
SAMN28025457,NA,2022,0,0,0,0,1
SAMN28025458,NA,2022,0,0,0,0,1
SAMN28025459,NA,2022,0,0,0,0,1
SAMN28025460,NA,2022,0,0,0,0,1
SAMN28025463,NA,2022,0,0,0,0,1
SAMN28025466,NA,2022,0,0,0,0,1
SAMN28025467,NA,2022,0,0,0,0,1
SAMN28025468,NA,2022,0,0,0,0,1
SAMN28025469,NA,2022,0,0,0,0,1
SAMN28025470,NA,2022,0,0,0,0,1
SAMN28025471,NA,2022,0,0,0,0,1
SAMN29594740,Italy,2022,0,0,0,0,1
SAMN32302292,China,2022,0,0,0,0,1
SAMN33169496,China,2022,0,0,0,0,1
SAMN33169497,China,2022,0,0,0,0,1
SAMN33169501,China,2022,0,0,0,0,1
SAMN33169504,China,2022,0,0,0,0,1
SAMN33169506,China,2022,0,0,0,0,1
SAMN33169510,China,2022,0,0,0,0,1
SAMN33169511,China,2022,0,0,0,0,0
SAMN33169513,China,2022,0,0,0,0,0
SAMN33169529,China,2022,0,0,0,0,0
SAMN33169531,China,2022,0,0,0,0,1
SAMN33169532,China,2022,0,0,0,0,0
SAMN33169536,China,2022,0,0,0,0,1
SAMN33169537,China,2022,0,0,0,0,0
SAMN33438667,Denmark,2022,0,0,0,0,1
SAMN33438668,Denmark,2022,0,0,0,0,1
SAMN33575979,Poland,2022,0,0,0,0,1
SAMN33777524,Taiwan,2022,0,0,0,0,0
SAMN33906832,China,2022,0,0,0,0,1
SAMN33906833,China,2022,0,0,0,0,1
SAMN33906834,China,2022,0,0,0,0,1
SAMN33906835,China,2022,0,0,0,0,1
SAMN33906836,China,2022,0,0,0,0,1
SAMN33906837,China,2022,0,0,0,0,1
SAMN33906838,China,2022,0,0,0,0,1
SAMN33906839,China,2022,0,0,0,0,1
SAMN33906840,China,2022,0,0,0,0,1
SAMN33906841,China,2022,0,0,0,0,1
SAMN33906842,China,2022,0,0,0,0,1
SAMN33906843,China,2022,0,0,0,0,1
SAMN33906844,China,2022,0,0,0,0,1
SAMN33906845,China,2022,0,0,0,0,1
SAMN33906846,China,2022,0,0,0,0,1
SAMN33906847,China,2022,0,0,0,0,1
SAMN33906848,China,2022,0,0,0,0,1
SAMN33906849,China,2022,0,0,0,0,1
SAMN33906850,China,2022,0,0,0,0,1
SAMN33906851,China,2022,0,0,0,0,1
SAMN33906852,China,2022,0,0,0,0,1
SAMN33906853,China,2022,0,0,0,0,1
SAMN33906854,China,2022,0,0,0,0,1
SAMN33906855,China,2022,0,0,0,0,1
SAMN33906856,China,2022,0,0,0,0,1
SAMN33906857,China,2022,0,0,0,0,1
SAMN33906858,China,2022,0,0,0,0,1
SAMN33906859,China,2022,0,0,0,0,1
SAMN33906861,China,2022,0,0,0,0,1
SAMN33906862,China,2022,0,0,0,0,1
SAMN33906863,China,2022,0,0,0,0,1
SAMN33906864,China,2022,0,0,0,0,1
SAMN33906865,China,2022,0,0,0,0,1
SAMN33906866,China,2022,0,0,0,0,1
SAMN33906867,China,2022,0,0,0,0,1
SAMN33906868,China,2022,0,0,0,0,1
SAMN33906869,China,2022,0,0,0,0,1
SAMN33906870,China,2022,0,0,0,0,1
SAMN33906871,China,2022,0,0,0,0,1
SAMN33906872,China,2022,0,0,0,0,1
SAMN33906874,China,2022,0,0,0,0,1
SAMN33906875,China,2022,0,0,0,0,1
SAMN33906876,China,2022,0,0,0,0,1
SAMN33906877,China,2022,0,0,0,0,1
SAMN33906878,China,2022,0,0,0,0,1
SAMN33906879,China,2022,0,0,0,0,1
SAMN33906880,China,2022,0,0,0,0,1
SAMN33906881,China,2022,0,0,0,0,1
SAMN33906882,China,2022,0,0,0,0,1
SAMN33906883,China,2022,0,0,0,0,1
SAMN33906884,China,2022,0,0,0,0,1
SAMN33915842,China,2022,0,0,0,0,1
SAMN33915848,China,2022,0,0,0,0,1
SAMN33915851,China,2022,0,0,0,0,1
SAMN33915854,China,2022,0,0,0,0,1
SAMN33915857,China,2022,0,0,0,0,1
SAMN33918432,China,2022,0,0,0,0,0
SAMN33918433,China,2022,0,0,0,0,0
SAMN33918434,China,2022,0,0,0,0,0
SAMN33918435,China,2022,0,0,0,0,0
SAMN33918436,China,2022,0,0,0,0,0
SAMN33918437,China,2022,0,0,0,0,0
SAMN33918438,China,2022,0,0,0,0,0
SAMN33918439,China,2022,0,0,0,0,0
SAMN33918440,China,2022,0,0,0,0,0
SAMN33918441,China,2022,0,0,0,0,0
SAMN33918442,China,2022,0,0,0,0,0
SAMN33918443,China,2022,0,0,0,0,0
SAMN33918444,China,2022,0,0,0,0,0
SAMN33918460,China,2022,0,0,0,0,1
SAMN33918461,China,2022,0,0,0,0,1
SAMN33918462,China,2022,0,0,0,0,1
SAMN33918463,China,2022,0,0,0,0,1
SAMN33918464,China,2022,0,0,0,0,1
SAMN33918465,China,2022,0,0,0,0,1
SAMN33918466,China,2022,0,0,0,0,1
SAMN33918488,China,2022,0,0,0,0,0
SAMN33918490,China,2022,0,0,0,0,0
SAMN33918491,China,2022,0,0,0,0,0
SAMN33918492,China,2022,0,0,0,0,0
SAMN33918493,China,2022,0,0,0,0,0
SAMN33918494,China,2022,0,0,0,0,0
SAMN33918495,China,2022,0,0,0,0,0
SAMN33918496,China,2022,0,0,0,0,0
SAMN33918501,China,2022,0,0,0,0,0
SAMN33918514,China,2022,0,0,0,0,0
SAMN36267732,China,2022,0,0,0,0,0
SAMN36267751,China,2022,0,0,0,0,0
SAMN37116175,Argentina,2022,0,0,0,1,0
SAMN38225291,Taiwan,2022,0,0,0,1,0
SAMN38479632,Turkey,2022,0,0,0,0,0
SAMN38479633,Turkey,2022,0,0,0,0,0
SAMN38479634,Turkey,2022,0,0,0,0,0
SAMN38479635,Turkey,2022,0,0,0,0,0
SAMN38479636,Turkey,2022,0,0,0,0,0
SAMN38583378,India,2022,0,0,0,1,0
SAMN38650142,Taiwan,2022,0,0,0,1,0
SAMN38691366,Taiwan,2022,0,0,0,1,0
SAMN38691420,Taiwan,2022,0,0,0,0,0
SAMN38691421,Taiwan,2022,0,0,0,0,0
SAMN38999339,Portugal,2022,0,0,0,0,1
SAMN38999340,Portugal,2022,0,0,0,0,1
SAMN38999341,Portugal,2022,0,0,0,0,1
SAMN38999342,Portugal,2022,0,0,0,0,1
SAMN38999344,Portugal,2022,0,0,0,0,1
SAMN38999347,Portugal,2022,0,0,0,0,1
SAMN38999348,Portugal,2022,0,0,0,0,1
SAMN38999350,Portugal,2022,0,0,0,0,1
SAMN38999352,Portugal,2022,0,0,0,0,1
SAMN38999353,Portugal,2022,0,0,0,0,1
SAMN38999354,Portugal,2022,0,0,0,0,1
SAMN38999355,Portugal,2022,0,0,0,0,1
SAMN38999356,Portugal,2022,0,0,0,0,1
SAMN38999357,Portugal,2022,0,0,0,0,1
SAMN38999359,Portugal,2022,0,0,0,0,1
SAMN38999360,Portugal,2022,0,0,0,0,1
SAMN38999361,Portugal,2022,0,0,0,0,1
SAMN41462738,USA,2022,0,0,0,0,0
SAMN42045432,South Korea,2022,0,0,0,0,0
SAMN42047150,South Korea,2022,0,0,0,0,0
SAMN43497868,Turkey,2022,0,0,0,0,0
SAMN34257818,Switzerland,2023,0,0,0,0,1
SAMN36865801,Poland,2023,0,0,0,0,1
SAMN36866672,Poland,2023,0,0,0,0,1
SAMN36866673,Poland,2023,0,0,0,0,1
SAMN36866674,Poland,2023,0,0,0,0,1
SAMN38228697,USA,2023,0,0,0,0,1
SAMN38228698,USA,2023,0,0,0,0,1
SAMN38512524,South Korea,2023,0,0,0,0,0
SAMN39939912,Switzerland,2023,0,0,0,0,1
SAMN42231781,China,2023,0,0,0,0,1
SAMN42231782,China,2023,0,0,0,0,1
SAMN42231783,China,2023,0,0,0,0,1
SAMN42231784,China,2023,0,0,0,0,1
SAMN42231785,China,2023,0,0,0,0,1
SAMN42231786,China,2023,0,0,0,0,1
SAMN42231787,China,2023,0,0,0,0,1
SAMN42231788,China,2023,0,0,0,0,1
SAMN42231789,China,2023,0,0,0,0,1
SAMN42231790,China,2023,0,0,0,0,1
SAMN42231791,China,2023,0,0,0,0,1
SAMN42231792,China,2023,0,0,0,0,1
SAMN42231793,China,2023,0,0,0,0,1
SAMN42231794,China,2023,0,0,0,0,1
SAMN42231795,China,2023,0,0,0,0,1
SAMN42231796,China,2023,0,0,0,0,1
SAMN42231797,China,2023,0,0,0,0,1
SAMN42231798,China,2023,0,0,0,0,1
SAMN42231799,China,2023,0,0,0,0,1
SAMN42231800,China,2023,0,0,0,0,1
SAMN42231801,China,2023,0,0,0,0,1
SAMN42231802,China,2023,0,0,0,0,1
SAMN42231803,China,2023,0,0,0,0,1
SAMN42231804,China,2023,0,0,0,0,1
SAMN42231805,China,2023,0,0,0,0,1
SAMN42231806,China,2023,0,0,0,0,1
SAMN42231807,China,2023,0,0,0,0,1
SAMN42231808,China,2023,0,0,0,0,1
SAMN42231809,China,2023,0,0,0,0,1
SAMN42231810,China,2023,0,0,0,0,1
SAMN42231811,China,2023,0,0,0,0,1
SAMN42231812,China,2023,0,0,0,0,1
SAMN42231813,China,2023,0,0,0,0,1
SAMN42231814,China,2023,0,0,0,0,1
SAMN42231815,China,2023,0,0,0,0,1
SAMN42231816,China,2023,0,0,0,0,1
SAMN42231817,China,2023,0,0,0,0,1
SAMN42231818,China,2023,0,0,0,0,1
SAMN42231819,China,2023,0,0,0,0,1
SAMN42231821,China,2023,0,0,0,0,1
SAMN42231822,China,2023,0,0,0,0,1
SAMN42231823,China,2023,0,0,0,0,1
SAMN42231824,China,2023,0,0,0,0,1
SAMN42231825,China,2023,0,0,0,0,1
SAMN42231826,China,2023,0,0,0,0,1
SAMN42231827,China,2023,0,0,0,0,1
SAMN42231828,China,2023,0,0,0,0,1
SAMN42231829,China,2023,0,0,0,0,1
SAMN42231830,China,2023,0,0,0,0,1
SAMN42231831,China,2023,0,0,0,0,1
SAMN42231832,China,2023,0,0,0,0,1
SAMN42231833,China,2023,0,0,0,0,1
SAMN42231834,China,2023,0,0,0,0,1
SAMN42231835,China,2023,0,0,0,0,1
SAMN42231836,China,2023,0,0,0,0,1
SAMN42231837,China,2023,0,0,0,0,1
SAMN42231838,China,2023,0,0,0,0,1
SAMN42231839,China,2023,0,0,0,0,1
SAMN42231840,China,2023,0,0,0,0,1
SAMN42231841,China,2023,0,0,0,0,1
SAMN42231842,China,2023,0,0,0,0,1
SAMN42231843,China,2023,0,0,0,0,1
SAMN42231844,China,2023,0,0,0,0,1
SAMN42231845,China,2023,0,0,0,0,1
SAMN42231846,China,2023,0,0,0,0,1
SAMN42231847,China,2023,0,0,0,0,1
SAMN42231848,China,2023,0,0,0,0,1
SAMN42231850,China,2023,0,0,0,0,1
SAMN42231851,China,2023,0,0,0,0,1
SAMN42231852,China,2023,0,0,0,0,1
SAMN42231853,China,2023,0,0,0,0,1
SAMN42231854,China,2023,0,0,0,0,1
SAMN42231855,China,2023,0,0,0,0,1
SAMN42231856,China,2023,0,0,0,0,1
SAMN42231857,China,2023,0,0,0,0,1
SAMN42231858,China,2023,0,0,0,0,1
SAMN42231859,China,2023,0,0,0,0,1
SAMN42231860,China,2023,0,0,0,0,1
SAMN42231861,China,2023,0,0,0,0,1
SAMN42231862,China,2023,0,0,0,0,1
SAMN42231863,China,2023,0,0,0,0,1
SAMN42231864,China,2023,0,0,0,0,1
SAMN42231865,China,2023,0,0,0,0,1
SAMN42231866,China,2023,0,0,0,0,1
SAMN42231867,China,2023,0,0,0,0,1
SAMN42231868,China,2023,0,0,0,0,1
SAMN42231869,China,2023,0,0,0,0,1
SAMN42420342,China,2023,0,0,0,0,0
SAMN42657848,China,2023,0,0,0,1,0
SAMN43139118,China,2023,0,0,0,0,0
SAMN43784972,China,2023,0,0,0,0,1
SAMN43784976,China,2023,0,0,0,0,1
SAMN43784978,China,2023,0,0,0,0,1
SAMN43784981,China,2023,0,0,0,0,1
SAMN43784984,China,2023,0,0,0,0,1
SAMN43784988,China,2023,0,0,0,0,1
SAMN43784990,China,2023,0,0,0,0,1
SAMN43784991,China,2023,0,0,0,0,1
SAMN43784992,China,2023,0,0,0,0,1
SAMN43784994,China,2023,0,0,0,0,1
SAMN43784995,China,2023,0,0,0,0,1
SAMN43784996,China,2023,0,0,0,0,1
SAMN43784997,China,2023,0,0,0,0,1
SAMN43784998,China,2023,0,0,0,0,1
SAMN43784999,China,2023,0,0,0,0,1
SAMN43785001,China,2023,0,0,0,0,1
SAMN43785002,China,2023,0,0,0,0,1
SAMN43785006,China,2023,0,0,0,0,1
SAMN43785007,China,2023,0,0,0,0,1
SAMN43785008,China,2023,0,0,0,0,1
SAMN43785010,China,2023,0,0,0,0,1
SAMN43785011,China,2023,0,0,0,0,1
SAMN43785012,China,2023,0,0,0,0,1
SAMN43785013,China,2023,0,0,0,0,1
SAMN43785014,China,2023,0,0,0,0,1
SAMN43785015,China,2023,0,0,0,0,1
SAMN43785016,China,2023,0,0,0,0,1
SAMN43785017,China,2023,0,0,0,0,1
SAMN43785018,China,2023,0,0,0,0,1
SAMN43785019,China,2023,0,0,0,0,1
SAMN43785020,China,2023,0,0,0,0,1
SAMN43785021,China,2023,0,0,0,0,1
SAMN43785022,China,2023,0,0,0,0,1
SAMN43785023,China,2023,0,0,0,0,1
SAMN43785025,China,2023,0,0,0,0,1
SAMN43785026,China,2023,0,0,0,0,1
SAMN43785027,China,2023,0,0,0,0,1
SAMN43785028,China,2023,0,0,0,0,1
SAMN43785029,China,2023,0,0,0,0,1
SAMN43785030,China,2023,0,0,0,0,1
SAMN43785031,China,2023,0,0,0,0,1
SAMN43785032,China,2023,0,0,0,0,1
SAMN43785033,China,2023,0,0,0,0,1
SAMN43785043,China,2023,0,0,0,0,1
SAMN43785051,China,2023,0,0,0,0,0
SAMN43785052,China,2023,0,0,0,0,0
SAMN43785053,China,2023,0,0,0,0,0
SAMN43785055,China,2023,0,0,0,0,0
SAMN43785056,China,2023,0,0,0,0,0
SAMN43785057,China,2023,0,0,0,0,0
SAMN43785058,China,2023,0,0,0,0,0
SAMN43785059,China,2023,0,0,0,0,0
SAMN43785060,China,2023,0,0,0,0,0
SAMN43785061,China,2023,0,0,0,0,0
SAMN43785062,China,2023,0,0,0,0,0
SAMN43785063,China,2023,0,0,0,0,0
SAMN43785064,China,2023,0,0,0,0,0
SAMN43785065,China,2023,0,0,0,0,0
SAMN43785066,China,2023,0,0,0,0,0
SAMN43785067,China,2023,0,0,0,0,0
SAMN43785068,China,2023,0,0,0,0,0
SAMN43785069,China,2023,0,0,0,0,0
SAMN43785070,China,2023,0,0,0,0,0
SAMN43785071,China,2023,0,0,0,0,0
SAMN43785072,China,2023,0,0,0,0,0
SAMN43785073,China,2023,0,0,0,0,0
SAMN43785074,China,2023,0,0,0,0,0
SAMN43785075,China,2023,0,0,0,0,0
SAMN43785076,China,2023,0,0,0,0,0
SAMN43785077,China,2023,0,0,0,0,0
SAMN43785078,China,2023,0,0,0,0,0
SAMN43785079,China,2023,0,0,0,0,1
SAMN43785080,China,2023,0,0,0,0,1
SAMN43785082,China,2023,0,0,0,0,1
SAMN43785083,China,2023,0,0,0,0,1
SAMN43785084,China,2023,0,0,0,0,1
SAMN43785085,China,2023,0,0,0,0,1
SAMN43785087,China,2023,0,0,0,0,1
SAMN43785094,China,2023,0,0,0,0,0
SAMN44779351,Bulgaria,2023,0,0,0,0,1
SAMN45024445,India,2023,0,0,0,0,0
SAMN45628971,Thailand,2023,0,0,0,0,0
SAMN46493273,China,2023,1,0,1,0,0
SAMN42884786,Portugal,2024,0,0,0,0,1
SAMN42884787,Portugal,2024,0,0,0,0,1
SAMN43472422,South Korea,2024,0,0,1,1,0
SAMN43882462,Italy,2024,0,0,0,0,1
SAMN43882463,Italy,2024,0,0,0,0,1
SAMN44260661,China,2024,0,0,0,1,0
SAMN44261367,China,2024,0,0,0,1,0
SAMN44261501,China,2024,0,0,0,0,0
SAMN46051469,India,2024,0,0,0,0,0
SAMN46051483,India,2024,0,0,0,0,0
SAMN46257279,China,2024,0,0,0,0,0
SAMN47165395,Russia,2024,0,0,0,1,0
SAMN47165396,Russia,2024,0,0,0,1,0
SAMN07672117,New Zealand,1957,0,0,0,0,0
SAMEA117624691,France,1996,0,0,0,0,0
SAMEA117624695,France,1996,0,0,0,0,0
SAMN03465328,France,1997,0,0,0,1,0
SAMN03703094,France,1997,0,0,0,1,0
